,A_101,A_102,A_103,A_201,A_202,A_203,A_205,A_206,A_207,A_210,A_211,A_214,A_216,A_220,A_264,A_301,A_302,A_1101,A_1102,A_1103,A_2301,A_2402,A_2403,A_2404,A_2407,A_2410,A_2501,A_2601,A_2603,A_2608,A_2901,A_2902,A_3001,A_3002,A_3004,A_3101,A_3103,A_3104,A_3201,A_3301,A_3303,A_3401,A_3402,A_3601,A_4027,A_4386,A_6601,A_6602,A_6801,A_6802,A_6817,A_6901,A_7401,A_7403,A_8001,B_702,B_705,B_801,B_1301,B_1302,B_1401,B_1402,B_1501,B_1502,B_1503,B_1504,B_1505,B_1506,B_1507,B_1508,B_1509,B_1510,B_1511,B_1512,B_1513,B_1515,B_1516,B_1517,B_1518,B_1520,B_1521,B_1524,B_1525,B_1526,B_1527,B_1529,B_1530,B_1531,B_1537,B_1801,B_1802,B_1803,B_1804,B_2702,B_2703,B_2704,B_2705,B_2706,B_2707,B_3501,B_3502,B_3503,B_3504,B_3505,B_3508,B_3509,B_3510,B_3512,B_3517,B_3519,B_3520,B_3521,B_3522,B_3541,B_3543,B_3701,B_3801,B_3802,B_3901,B_3902,B_3903,B_3905,B_3906,B_3908,B_3909,B_3910,B_3911,B_3915,B_3924,B_4001,B_4002,B_4004,B_4006,B_4009,B_4010,B_4012,B_4101,B_4102,B_4104,B_4201,B_4402,B_4403,B_4404,B_4405,B_4407,B_4501,B_4601,B_4701,B_4801,B_4802,B_4803,B_4901,B_5001,B_5002,B_5101,B_5102,B_5105,B_5106,B_5107,B_5108,B_5123,B_5201,B_5301,B_5401,B_5501,B_5502,B_5601,B_5603,B_5604,B_5701,B_5702,B_5703,B_5801,B_5802,B_5901,B_6701,B_7020,B_7301,B_7801,B_8101,B_8201,B_8202,C_102,C_202,C_210,C_302,C_303,C_304,C_305,C_306,C_401,C_403,C_407,C_501,C_602,C_701,C_702,C_704,C_726,C_801,C_802,C_804,C_1202,C_1203,C_1402,C_1403,C_1502,C_1504,C_1505,C_1601,C_1602,C_1604,C_1701,C_1801,DRB5_101,DRB5_102,DRB5_202,DRB5_9901,DRB4_101,DRB4_103,DRB4_9901,DRB3_101,DRB3_202,DRB3_210,DRB3_224,DRB3_301,DRB3_9901,DRB1_101,DRB1_102,DRB1_103,DRB1_301,DRB1_302,DRB1_401,DRB1_402,DRB1_403,DRB1_404,DRB1_405,DRB1_406,DRB1_407,DRB1_408,DRB1_410,DRB1_411,DRB1_701,DRB1_801,DRB1_802,DRB1_803,DRB1_804,DRB1_806,DRB1_807,DRB1_810,DRB1_811,DRB1_901,DRB1_1001,DRB1_1101,DRB1_1102,DRB1_1103,DRB1_1104,DRB1_1106,DRB1_1111,DRB1_1143,DRB1_1201,DRB1_1202,DRB1_1301,DRB1_1302,DRB1_1303,DRB1_1304,DRB1_1305,DRB1_1312,DRB1_1315,DRB1_1321,DRB1_1401,DRB1_1402,DRB1_1403,DRB1_1404,DRB1_1405,DRB1_1406,DRB1_1407,DRB1_1409,DRB1_1410,DRB1_1415,DRB1_1444,DRB1_1501,DRB1_1502,DRB1_1503,DRB1_1601,DRB1_1602,DQB1_201,DQB1_202,DQB1_301,DQB1_302,DQB1_303,DQB1_304,DQB1_401,DQB1_402,DQB1_501,DQB1_502,DQB1_503,DQB1_504,DQB1_601,DQB1_602,DQB1_603,DQB1_604,DQB1_605,DQB1_609,DQA1_101,DQA1_102,DQA1_103,DQA1_104,DQA1_201,DQA1_301,DQA1_302,DQA1_303,DQA1_401,DQA1_501,DQA1_503,DQA1_505,DQA1_509,DQA1_601,DPB1_101,DPB1_201,DPB1_202,DPB1_301,DPB1_401,DPB1_402,DPB1_501,DPB1_502,DPB1_601,DPB1_901,DPB1_902,DPB1_1001,DPB1_1101,DPB1_1301,DPB1_1401,DPB1_1501,DPB1_1601,DPB1_1701,DPB1_1801,DPB1_1901,DPB1_2001,DPB1_2101,DPB1_2201,DPB1_2301,DPB1_2601,DPB1_2801,DPB1_3001,DPB1_3101,DPB1_3301,DPB1_3401,DPB1_3501,DPB1_4001,DPB1_4501,DPB1_4801,DPB1_8101,DPB1_8501,DPA1_103,DPA1_104,DPA1_105,DPA1_107,DPA1_201,DPA1_202,DPA1_301,DPA1_401
1022,0.16647,,,-0.032371,-4.489263,,-7.839739,,,,,,,,,-0.094284,-4.737316,-0.297198,,,-9.807074,-0.151014,,,,,-9.128517,-9.89672,,,,-0.672709,-8.764984,-7.661212,-4.825005,-0.038418,,,0.285987,-6.65125,-5.822473,,,,,,-6.218329,,-1.125326,-7.922351,,,,,,-0.289695,,0.232569,,-0.358988,-9.02946,0.388956,-0.401513,,,,,,,,,-4.158884,,,,,,-5.92081,-4.433064,,,,,,,,,,,-0.71289,,,,-6.226772,,,-0.465501,,,-0.20622,,-8.159674,,,-4.720188,,,,,,,,,,,-9.003484,-7.803765,,-7.99997,,,,-8.001564,,,,,,,-0.510711,-7.94598,,,,,,-4.489001,-4.639813,,,0.048334,-0.330575,,,,1.640014,,-6.711484,,,,0.818791,1.194439,,-0.05261,,,,,,,-6.074453,,,0.825255,,-5.98492,,,-0.182538,,,-7.022731,,,,,,,,,,0.456488,-0.0003005,,,0.29162,-0.013703,,,0.192503,,,0.002229,0.1371,0.153935,-0.151893,0.601594,,,0.506395,,-6.89427,0.163233,-9.067103,,0.8516,,,-0.069501,-5.628899,,-4.485569,,-0.019352,,-7.782999,0.067368,-0.355296,0.19633,-0.109768,0.236654,0.088045,,,-0.070498,-0.031357,-0.144086,1.704681,0.792682,0.264962,,-0.327897,-6.450285,,0.092293,-6.308664,,,,,,-0.146012,1.048924,,-3.728185,,,,,,0.435575,2.321962,0.046751,-5.855897,-5.413166,-7.825972,,,,0.3628,,-0.278663,-0.357206,-7.928951,,,,,,-0.174638,,,,,,,,,,,-0.008341,-6.621241,,-6.890714,,0.259728,-0.179137,-0.042089,0.12578,0.319142,,,1.018215,-0.10313,-7.710946,0.268374,,-6.621601,-0.02282,-0.471835,-0.791203,,1.560682,-0.141095,0.04648,-0.486189,,-0.093659,0.075138,,,1.083386,0.050973,,,,-3.728893,0.028601,-0.3471,-7.821308,0.067646,0.06655,-0.215623,0.723513,,,-7.025938,,0.259211,0.023215,-8.796641,-7.903,-6.685951,,0.921737,,-7.856135,,,,,,,,,,,,,,,,,0.012866,-6.493784,,,-0.021584,0.337624,,
1006,-0.151234,,,-0.047047,-9.163,,-7.454154,,,,,,,,,0.039088,-10.68,-11.676349,,,-9.542573,0.487721,,,,,2.838104,-8.679206,,,,-11.573774,-8.483978,-7.522331,-11.84,-10.474158,,,-10.644039,-6.062192,-5.446377,,,,,,-6.331192,,1.843383,-12.64,,,,,,-0.109078,,-0.0902,,-9.589269,-8.911786,-10.604731,0.408551,,,,,,,,,-8.553,,,,,,-4.762502,-3.271808,,,,,,,,,,,0.815782,,,,-11.34,,,-10.662993,,,0.417995,,-7.971516,,,-3.547831,,,,,,,,,,,-8.615175,-7.257878,,-7.956823,,,,-7.540195,,,,,,,-0.097222,-7.58005,,,,,,-3.162464,-5.078215,,,0.141642,-0.159711,,,,-7.806557,,-6.735816,,,,-8.875407,-7.70085,,-10.657442,,,,,,,-5.742426,,,-9.617403,,-4.910379,,,0.660814,,,-6.840567,,,,,,,,,,0.83682,-10.585952,,,-0.088066,-0.122841,,,-0.171398,,,0.420191,-0.354097,-0.466426,-0.120203,-9.612517,,,-10.714441,,-5.483405,1.275104,-8.97334,,-9.491875,,,0.36493,-5.935895,,-3.163092,,-0.324626,,-7.136545,0.440792,-12.632356,0.498082,-0.298465,0.183487,0.057349,,,-10.602261,0.102045,0.49309,-7.187391,-9.585356,0.592844,,-0.26026,-12.59,,0.648706,-5.724931,,,,,,-0.009536,-9.679652,,-2.801523,,,,,,-8.618255,-7.333355,2.371922,-5.256981,-5.334963,-7.394253,,,,-8.66336,,-11.630521,-10.612005,-7.808987,,,,,,-9.53815,,,,,,,,,,,-0.320867,-5.483716,,-6.303803,,0.518001,-10.480693,0.372705,-0.014873,-0.014724,,,-9.670856,0.527865,-7.285793,-9.599686,,-5.483718,-0.117376,-11.641037,-10.535372,,-8.88324,0.589609,-0.257709,-11.641065,,-0.004721,-0.064403,,,-9.645226,0.138489,,,,-2.801782,-11.660371,0.238386,-7.420038,0.367377,0.111346,-1.347701,-9.66713,,,-6.102723,,-9.52178,1.5702,-8.343112,-7.968635,-6.236203,,-8.584897,,-6.203432,,,,,,,,,,,,,,,,,0.004289,-5.785515,,,-0.225007,-10.563959,,
1067,0.006103,,,-0.403216,-4.490882,,-12.86,,,,,,,,,-0.128881,-5.034643,-11.86765,,,-8.808858,1.931585,,,,,-7.878382,-8.852364,,,,-10.851203,-8.758268,-7.981106,-11.07,-9.795286,,,-10.818448,-12.9,-11.53,,,,,,-12.16,,-9.779465,-6.884936,,,,,,-13.89082,,-12.735988,,-9.844141,-13.86,-9.837178,1.588633,,,,,,,,,-8.932,,,,,,-11.49,-10.43,,,,,,,,,,,-10.863777,,,,-11.09,,,-10.838302,,,-10.801214,,-7.886509,,,-10.72,,,,,,,,,,,-8.730857,-12.94,,-6.884226,,,,-6.624813,,,,,,,1.828142,-12.89,,,,,,-11.51,-5.326476,,,-12.840966,-11.879041,,,,-7.86231,,-4.876855,,,,-7.882107,-12.69,,-10.862252,,,,,,,-5.761183,,,-9.754102,,-12.04,,,-10.845442,,,-13.21,,,,,,,,,,-10.874834,-10.884237,,,1.88603,1.809987,,,0.941782,,,-12.840497,-12.825355,-0.521256,-13.8633,-8.847222,,,-10.831053,,-5.855753,-9.854796,-7.938105,,-8.839725,,,-10.833918,-12.44,,-11.53,,-13.968589,,-7.786141,13.917124,1.085606,-0.951955,0.615198,-0.442652,0.746873,,,-10.76794,-0.34144,0.869322,-7.721729,-8.81064,-0.190028,,0.458221,-11.6,,-10.805351,-12.83,,,,,,-0.207537,-8.867403,,-11.58,,,,,,-8.853539,-12.81,-9.819823,-4.676737,-11.92,-13.09,,,,-13.92375,,-10.817737,-10.759644,-7.834776,,,,,,-8.833879,,,,,,,,,,,-13.969335,-5.708836,,-6.920628,,-0.225123,-9.887194,0.159037,0.553557,-10.853866,,,-9.829803,0.332708,-12.98,-9.857,,-5.708887,-12.94643,-10.827212,-9.726981,,-12.91,0.043554,-0.778365,-11.816028,,-0.206778,-0.717729,,,-9.843455,0.01033,,,,-11.58,-11.870493,-12.660299,-7.827604,-11.7987,0.025741,1.196297,-13.86,,,-11.95,,-8.856578,-13.87,-8.730333,-13.06466,-12.81,,-7.896805,,-12.79,,,,,,,,,,,,,,,,,0.14472,-12.85,,,0.39345,-14.92,,
1023,0.1237,,,-0.004246,-4.962007,,-8.353625,,,,,,,,,-0.229127,-5.174496,-0.222712,,,-9.349294,0.17504,,,,,1.07877,0.731157,,,,-0.580063,-9.290563,-8.224403,-5.429064,-0.261744,,,0.533233,-7.157041,-5.366908,,,,,,-5.78849,,0.053786,-7.433679,,,,,,-0.413764,,0.218271,,-10.406722,-8.566364,0.450742,0.196204,,,,,,,,,-4.82996,,,,,,-5.37079,-4.891678,,,,,,,,,,,-11.426371,,,,-5.803945,,,-0.402539,,,0.267593,,-7.69462,,,-5.177294,,,,,,,,,,,-9.497109,-7.326525,,-7.559859,,,,-7.503802,,,,,,,-0.205465,-8.472977,,,,,,-4.961245,-5.342958,,,0.100504,0.3921,,,,2.114738,,-6.208917,,,,-8.542129,-8.56538,,-0.265346,,,,,,,-6.621381,,,0.195736,,-6.431422,,,0.305141,,,-6.568591,,,,,,,,,,-0.18415,0.468617,,,0.275161,-0.318486,,,0.064686,,,0.191304,0.058275,0.028876,-0.318781,0.358637,,,-0.983476,,-6.442491,0.641273,-8.606097,,1.321091,,,0.239218,5.603889,,-4.958075,,-0.183874,,-7.275145,0.139344,-0.116764,0.175756,-0.2103,0.167738,0.16199,,,-0.989973,-0.011209,-0.390915,-8.141811,-9.304191,0.29693,,-0.346774,-6.014386,,0.07436,-6.846555,,,,,,0.182205,1.106958,,-4.298807,,,,,,-9.410032,-7.326928,-10.438949,-5.337243,-5.995719,-8.344624,,,,0.862476,,-0.504869,-0.982997,-8.474107,,,,,,-9.399487,,,,,,,,,,,-0.231303,-6.205849,,-7.399688,,0.324384,0.334864,-0.1924,-0.165137,0.254715,,,0.780512,-0.351191,-7.236621,0.053246,,-6.205872,-0.082341,-0.516614,-10.400799,,1.309746,-0.457388,-0.168402,-0.421061,,0.203358,0.007799,,,0.845838,0.060988,,,,-4.300906,-0.37722,-0.037165,-7.369474,-0.739156,0.107249,-0.049954,-10.481819,,,-6.604346,,1.445021,-0.188833,-9.306662,-8.501168,-7.220698,,-8.333362,,-7.33668,,,,,,,,,,,,,,,,,0.2335,-5.966968,,,-0.072538,-0.59333,,
1024,-0.3824,,,0.221032,-10.45,,-7.830048,,,,,,,,,-0.449336,-4.564531,-11.890312,,,-8.827149,0.288626,,,,,-9.073203,-8.893594,,,,1.659387,-8.729674,-7.759694,-4.910254,-9.811811,,,-10.917563,-6.639514,-5.831205,,,,,,-6.315421,,-10.820631,-6.895076,,,,,,-0.161192,,-0.795312,,-9.835362,-9.064087,-9.857766,-11.865983,,,,,,,,,-4.314489,,,,,,-5.809097,-4.312,,,,,,,,,,,-10.871823,,,,-11.4,,,-10.878713,,,0.173681,,-8.179511,,,-4.552894,,,,,,,,,,,-8.942178,-7.854346,,-7.012696,,,,-7.940249,,,,,,,-0.304808,-7.977429,,,,,,-11.45,-5.020718,,,-0.075892,0.341352,,,,-7.992663,,-6.571617,,,,-8.985811,-8.007182,,0.590765,,,,,,,-6.084894,,,1.751127,,-5.988551,,,-10.86614,,,-6.093601,,,,,,,,,,0.662362,0.616116,,,0.84192,-1.004792,,,-1.114477,,,-1.040697,0.159495,-0.379216,-0.292712,-9.843289,,,-10.931262,,-5.905191,1.050851,-8.086546,,-8.792238,,,0.872229,-6.000672,,-12.46,,-0.441621,,-7.744894,0.246529,-0.164206,0.124131,-0.161616,-0.026551,-0.601311,,,0.569029,-0.001758,-12.937812,-7.639502,-9.761831,-0.184173,,0.206784,-5.447416,,-10.910231,-6.365267,,,,,,-0.028583,-9.94226,,-3.82869,,,,,,-8.876533,-6.775051,-9.886086,-5.707591,-5.34863,-7.839468,,,,-8.980091,,-0.044034,0.576734,-7.947642,,,,,,-9.873292,,,,,,,,,,,-0.432685,-5.642968,,-6.901282,,-0.19712,-10.796597,0.3841,-0.457954,-11.887047,,,-9.933147,-0.8258,-7.72995,-9.880159,,-5.642997,-0.5573,-11.854931,1.25927,,-9.036523,-0.650911,-0.109524,-0.242596,,-0.032102,-0.054525,,,-9.926608,0.029653,,,,-3.832434,0.247023,0.104491,-7.89226,0.5315,-0.156701,-0.111061,-9.935818,,,-12.04,,-8.799649,-9.820873,-8.761097,-7.979507,-6.72269,,-8.81231,,-6.757976,,,,,,,,,,,,,,,,,-0.309361,-5.46872,,,0.412271,-10.845863,,
1050,0.219952,,,-0.170768,-10.67,,-7.97223,,,,,,,,,0.023938,-10.94,0.062686,,,-8.948384,-0.190945,,,,,-9.212984,2.096792,,,,0.82211,-8.883328,-7.816054,-11.17,1.126252,,,0.537325,-6.747275,-5.044807,,,,,,-5.409735,,-10.970689,-7.056601,,,,,,0.322283,,-0.107935,,-10.017977,-8.085391,-9.950982,0.501157,,,,,,,,,-8.605,,,,,,-4.909345,-10.69,,,,,,,,,,,-11.044552,,,,-11.21,,,-11.013297,,,-11.065349,,-8.23541,,,-4.946019,,,,,,,,,,,-9.102101,-7.894828,,-7.142943,,,,-7.109377,,,,,,,-0.448584,-8.01732,,,,,,-11.67,-4.853601,,,-0.740522,1.098606,,,,-8.132419,,-5.945291,,,,-8.13328,-8.179248,,-11.02892,,,,,,,-6.18614,,,-10.039281,,-11.81,,,-10.991462,,,-6.154368,,,,,,,,,,0.502904,0.498388,,,-0.41225,-0.470716,,,-1.27116,,,-0.780109,0.217838,0.055161,0.197239,-8.992739,,,0.45677,,-6.02714,-9.979504,-8.160499,,-8.924038,,,0.710355,-4.601419,,-4.66855,,-0.382838,,-7.928884,0.355702,0.04989,0.10041,-0.01909,0.238106,-0.047497,,,-11.046959,-0.126089,-0.082936,-7.772927,-8.896226,0.032673,,-0.318801,-5.69836,,-11.044949,-6.510072,,,,,,0.135438,-9.041636,,-3.933779,,,,,,-9.017798,-7.056258,-10.075833,-5.202474,-12.69,-7.994547,,,,-9.115296,,-0.179334,-11.057478,-8.052821,,,,,,-10.026774,,,,,,,,,,,-0.360773,-5.851548,,-6.98609,,0.108927,-10.007724,-0.340727,-0.099225,-0.305456,,,-10.045335,-0.086269,-6.909091,-10.038849,,-5.851585,-0.30959,-0.188248,-10.044658,,-8.188781,0.131588,-0.23971,-0.377054,,0.133044,0.173685,,,-10.043023,0.251957,,,,-3.934113,0.513065,-0.039191,-7.901385,-11.979576,0.02462,0.18368,-10.048921,,,-6.203545,,-8.96263,-10.020534,-8.929923,-8.107587,-6.752194,,-8.979637,,-6.970312,,,,,,,,,,,,,,,,,0.35902,-5.582426,,,-0.305966,0.838537,,
1019,0.434734,,,-0.01954,-10.05,,-7.495412,,,,,,,,,-0.1482,-11.31,-11.623094,,,-9.494693,1.153484,,,,,-8.83794,2.563848,,,,-11.581957,-8.455981,-7.390703,-11.45,-10.477051,,,0.97296,-6.317693,-5.486015,,,,,,-5.987825,,-10.542771,-7.607492,,,,,,0.3298,,0.137202,,-9.600663,-8.8041,-10.612221,-0.133209,,,,,,,,,-7.932,,,,,,-11.55,-4.068617,,,,,,,,,,,-10.60346,,,,-6.148698,,,-10.590433,,,-11.590812,,-7.895625,,,-10.31,,,,,,,,,,,-8.677938,-7.45,,-7.722365,,,,-7.640556,,,,,,,0.685727,-7.621219,,,,,,-11.05,-12.68,,,0.01738,-0.094429,,,,-7.656637,,-6.385644,,,,-8.702092,-7.795461,,0.860819,,,,,,,-5.679542,,,-9.573479,,-5.661314,,,1.412573,,,-6.710463,,,,,,,,,,0.958486,-10.54,,,0.7368,-0.019714,,,-12.561445,,,0.194005,0.144144,0.288038,0.219342,-9.560586,,,-10.692728,,-5.488525,-10.584282,-8.819952,,-9.494677,,,-11.59977,-5.634049,,-12.07,,0.34805,,-7.426034,-0.336581,-0.644517,0.551246,-0.400446,0.093974,0.209261,,,-10.610749,0.4284,-0.284446,-7.300342,-9.486964,-0.099339,,-0.1801,-6.228727,,0.79666,-5.981699,,,,,,0.190047,2.244666,,-11.4,,,,,,-8.571,-7.445935,-9.606648,-5.519774,-5.031322,-7.512533,,,,-8.712725,,1.348777,-10.623675,-7.65633,,,,,,-9.568484,,,,,,,,,,,0.357971,-5.293072,,-6.565687,,-0.106735,-10.563749,-0.01583,-0.138072,1.75187,,,1.93229,0.226767,-7.359385,-9.580819,,-5.29313,0.312264,1.336734,-10.56285,,-8.784603,0.043887,0.038852,1.153216,,0.06005,0.3034,,,2.001883,-0.027551,,,,-11.4,0.519492,0.966731,-7.559671,-0.254221,0.1509,-12.569439,-9.669899,,,-6.715522,,-9.498745,-9.551708,-8.453295,-7.679098,-6.338234,,-8.495291,,-6.484716,,,,,,,,,,,,,,,,,0.545253,-6.203235,,,-0.622148,-10.56,,
1087,0.08713,,,0.295704,-17.15,,-16.46,,,,,,,,,1.398481,-17.6,-16.31,,,-16.4,1.47759,,,,,-16.4,-16.34,,,,-16.48,-16.29,-16.15,-0.1581,-16.5,,,-16.43774,-16.97,-15.67,,,,,,-0.2291,,-16.48,-16.63,,,,,,-15.93,,-16.44,,-16.5,-16.51,-16.51,-16.53788,,,,,,,,,0.7636,,,,,,-17.17,-16.8,,,,,,,,,,,-16.52,,,,-15.74,,,-16.39034,,,-16.47,,-16.4,,,-17.32,,,,,,,,,,,-16.75,-16.89,,-16.11,,,,-16.77,,,,,,,-16.39,-16.67,,,,,,-17.13,0.1462,,,0.634734,-16.51,,,,-16.24,,-0.4084,,,,-16.24,-16.55,,-16.42,,,,,,,-16.29,,,-16.35,,-17.66,,,-16.57,,,-16.17,,,,,,,,,,-16.39,-16.53,,,-16.35,-16.45455,,,-16.45037,,,-16.44,-16.51,-16.48,0.337029,-16.38,,,-16.47,,-16.65,-16.44,-16.01,,-16.48,,,-16.43,-15.64,,-17.13,,1.377094,,-17.01,-1.25394,-16.52,-16.45442,1.85453,-16.46,-16.35659,,,-16.43,0.001821,1.00512,-16.34,-16.26,0.06477,,-16.53,-15.09,,-16.27647,-16.6,,,,,,-16.56,-16.5,,-16.4,,,,,,-16.42,-16.59,-16.39,-16.09,-0.3888,-16.9,,,,-16.64,,-16.46008,-16.45,-16.13,,,,,,-16.52,,,,,,,,,,,1.355903,-15.96,,-17.02,,0.02779,-16.65,-0.24069,-16.36,-16.37,,,-16.45,0.45023,-16.73,-16.39,,-15.96,1.4822,-16.48009,-16.43,,-16.14,0.107458,0.791071,-16.49052,,-16.56,-16.41,,,-16.54,0.176747,,,,-16.4,-16.43,-16.37,-16.65,-16.56,0.54769,0.75425,-16.56,,,-14.63,,-16.56,-16.36,-16.59,-15.18,-16.5,,-16.33,,-17.0,,,,,,,,,,,,,,,,,-0.164758,-16.87,,,0.701857,-16.52,,
1002,-0.007223,,,0.018541,-8.789323,,0.237118,,,,,,,,,-0.023516,-8.957849,0.307774,,,0.465056,0.141999,,,,,0.168577,-0.869522,,,,0.298014,0.554929,-8.662913,-3.932141,-0.002287,,,0.03857,1.953898,-7.755811,,,,,,-4.080203,,-0.889697,-8.125993,,,,,,-0.1884133,,-0.032031,,0.153669,-0.390135,0.150554,0.029835,,,,,,,,,-3.5247,,,,,,-8.994639,-8.733744,,,,,,,,,,,0.134891,,,,-7.695909,,,-0.261992,,,-0.42641,,0.486465,,,-8.924112,,,,,,,,,,,-1.02933,0.345006,,-7.651781,,,,-8.383068,,,,,,,-0.103347,0.215201,,,,,,-8.789152,-3.745925,,,-0.075121,0.494021,,,,0.683394,,-4.378704,,,,0.583425,-0.172477,,-0.255147,,,,,,,-7.807177,,,-1.585187,,1.924234,,,-0.355,,,-7.77318,,,,,,,,,,-0.460929,0.138103,,,-0.533714,-0.006148,,,-0.013946,,,-0.125767,0.130546,0.027224,-0.182566,-0.236022,,,-0.161802,,-8.059712,-0.317839,-8.719143,,0.186155,,,0.398515,-7.300768,,-8.787393,,-0.111359,,-8.524642,0.124356,0.046322,-0.021853,-0.012014,-0.095381,-0.065207,,,-0.458971,0.021126,-0.099856,-9.038305,-0.144408,-0.027662,,-0.029202,-7.335652,,-0.152768,-8.272386,,,,,,0.076956,0.302404,,-8.351139,,,,,,0.656338,0.905027,0.0710293,5.141071,-4.240529,-8.265784,,,,0.509525,,-0.28436,-0.56668,0.580771,,,,,,-0.102723,,,,,,,,,,,-0.1241609,-7.708454,,-8.496276,,-0.032927,0.318865,-0.04592,-0.064754,-0.058739,,,0.368831,-0.04725,-8.155219,-0.012127,,-7.708262,-0.081007,-0.282615,-0.738997,,0.568682,-0.055634,-0.10968,-0.323664,,0.080078,0.024626,,,0.226286,0.006982,,,,-8.350951,-0.124108,-0.076311,0.349707,0.194034,-0.004404,0.093842,0.283409,,,-6.534357,,-0.376939,0.080828,0.873625,-7.968187,-8.122032,,0.494793,,-8.567585,,,,,,,,,,,,,,,,,-0.077861,-8.469525,,,0.107266,-0.310855,,
1003,0.137844,,,0.018539,-5.569496,,-8.692286,,,,,,,,,-0.032499,-5.749282,0.142596,,,-0.898876,-0.008641,,,,,-0.488396,1.01328,,,,-0.520366,-1.121308,0.531918,-5.634446,-0.055011,,,-0.279042,0.904303,2.912713,,,,,,-5.921374,,0.336982,0.300915,,,,,,0.06161,,0.193138,,0.075843,0.479736,0.234295,0.21992,,,,,,,,,-5.084122,,,,,,-5.888433,-5.519096,,,,,,,,,,,0.32132,,,,-5.947582,,,0.122245,,,0.323081,,0.459108,,,-5.778438,,,,,,,,,,,1.167612,1.330021,,-7.803598,,,,-0.039919,,,,,,,-0.040399,-8.786702,,,,,,-5.569864,-5.488686,,,0.122225,-0.055611,,,,-0.1503,,-6.345583,,,,-0.267852,-0.640262,,-0.256151,,,,,,,-6.901876,,,0.476395,,-6.85386,,,-0.11719,,,-6.81207,,,,,,,,,,0.123524,0.103017,,,0.169371,-0.080227,,,0.174509,,,0.137116,-0.184711,0.107012,0.007822,-0.097389,,,0.28478,,-6.772489,-0.452804,-0.144823,,-1.008536,,,0.061903,-5.432672,,-5.569063,,0.0126208,,-8.717447,-0.015872,-0.025633,-0.085839,0.124337,0.125718,0.096411,,,-0.123429,-0.03139,0.329508,-0.209078,0.395196,0.177298,,-0.08979,-6.297106,,-0.265516,-7.334554,,,,,,-0.098758,0.382615,,-4.925732,,,,,,-0.698892,0.435868,0.257032,-5.801507,-6.171861,-0.119523,,,,-0.030169,,0.038263,-0.116942,-0.205046,,,,,,0.487925,,,,,,,,,,,0.01583,-6.53004,,-7.798536,,0.177546,0.313339,0.148029,-0.210823,0.019777,,,0.441963,0.273022,-7.616343,0.314654,,-6.529778,0.005032,0.138157,-0.103984,,0.513392,0.262135,-0.054116,-0.014424,,-0.102691,-0.098182,,,0.50686,0.135737,,,,-4.925509,0.115891,-0.059884,-8.724465,-0.072357,0.052091,0.148959,0.361337,,,-6.76708,,-0.161745,-0.051597,-0.254319,-8.720802,1.63894,,-0.919989,,0.469672,,,,,,,,,,,,,,,,,-0.029871,2.839912,,,-0.016546,0.10748,,
